@relation german_credit-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
'no checking',0.011477,'existing paid',business,0.999812,100<=X<500,1<=X<4,0.001913,'female div/dep/mar',none,0.002551,'life insurance',0.015303,none,rent,0.000638,'unskilled resident',0.000638,none,yes,good
'no checking',0.006761,'existing paid','new car',0.999903,'no known savings',4<=X<7,0.001502,'male single',none,0.001127,'life insurance',0.01202,none,own,0.000376,skilled,0.000376,none,no,good
'no checking',0.005129,'delayed previously','used car',0.999958,<100,4<=X<7,0.000641,'male single',none,0.000641,car,0.00748,none,own,0.000427,'unskilled resident',0.000214,yes,yes,good
'no checking',0.010013,'existing paid',radio/tv,0.999919,<100,>=7,0.001113,'male single',none,0.000556,car,0.007788,none,own,0.000278,skilled,0.000278,none,yes,good
>=200,0.019682,'all paid',business,0.998871,<100,<1,0.006561,'female div/dep/mar',none,0.00164,'real estate',0.042645,none,own,0.00164,'unemp/unskilled non res',0.00164,none,yes,bad
0<=X<200,0.00201,'critical/other existing credit',other,0.999993,<100,1<=X<4,0.000168,'male single','co applicant',0.000251,car,0.003267,none,own,0.000168,'high qualif/self emp/mgmt',0.000168,yes,yes,bad
0<=X<200,0.00782,'existing paid',furniture/equipment,0.99992,100<=X<500,>=7,0.001303,'male single',none,0.001303,'no known property',0.009774,none,'for free',0.000326,skilled,0.000326,none,yes,good
'no checking',0.033359,'delayed previously','new car',0.996585,'no known savings',>=7,0.00556,'male mar/wid',none,0.00556,car,0.075057,none,own,0.00278,skilled,0.00139,yes,yes,good
0<=X<200,0.020772,'existing paid',radio/tv,0.999353,<100,1<=X<4,0.004616,'male mar/wid',guarantor,0.002308,'real estate',0.02885,none,own,0.001154,'unskilled resident',0.001154,none,yes,good
0<=X<200,0.006432,'critical/other existing credit',retraining,0.999096,'no known savings',4<=X<7,0.001072,'female div/dep/mar',none,0.003216,'life insurance',0.041808,none,own,0.002144,'unskilled resident',0.001072,none,yes,good
'no checking',0.005276,'delayed previously',business,0.999973,<100,4<=X<7,0.000586,'male single',none,0.000782,car,0.005081,none,own,0.000391,skilled,0.000195,none,yes,good
<0,0.013379,'existing paid',radio/tv,0.999716,<100,1<=X<4,0.002973,'male mar/wid',none,0.00223,'real estate',0.019325,bank,own,0.000743,skilled,0.000743,none,yes,bad
0<=X<200,0.008695,'existing paid','used car',0.999875,'no known savings',>=7,0.001449,'male single',none,0.001449,'no known property',0.013042,bank,'for free',0.000362,skilled,0.000362,yes,yes,good
<0,0.013108,'all paid',furniture/equipment,0.999848,<100,>=7,0.001456,'male single',none,0.001456,car,0.011287,bank,own,0.000364,skilled,0.000364,none,yes,bad
'no checking',0.005861,'existing paid',radio/tv,0.999974,'no known savings',4<=X<7,0.000279,'male mar/wid',none,0.000558,'life insurance',0.004047,none,rent,0.00014,skilled,0.00014,yes,yes,good
<0,0.002354,'critical/other existing credit','new car',0.99993,<100,4<=X<7,0.000294,'male single',none,0.001177,'real estate',0.011477,none,own,0.000589,'unskilled resident',0.000294,none,no,good
0<=X<200,0.003933,'no credits/all paid',business,0.999984,'no known savings',1<=X<4,0.000164,'male single',none,0.000164,car,0.003933,bank,own,0.000082,'high qualif/self emp/mgmt',0.000082,yes,yes,good
<0,0.003789,'existing paid','new car',0.999966,<100,1<=X<4,0.000758,'female div/dep/mar',none,0.000505,'life insurance',0.007325,none,own,0.000253,skilled,0.000253,yes,yes,bad
<0,0.007906,'critical/other existing credit',radio/tv,0.999713,<100,1<=X<4,0.003514,'male single',none,0.003514,'real estate',0.021962,none,own,0.001757,'unskilled resident',0.000878,none,yes,good
<0,0.011141,'existing paid',business,0.999922,<100,<1,0.000696,'female div/dep/mar',none,0.000928,'life insurance',0.005571,none,rent,0.000232,skilled,0.000232,none,yes,bad
<0,0.006608,'all paid','used car',0.999959,<100,1<=X<4,0.000275,'female div/dep/mar',guarantor,0.001101,car,0.006057,bank,rent,0.000275,skilled,0.000275,none,no,good
'no checking',0.011531,'existing paid','used car',0.999324,'no known savings',>=7,0.003075,'male single',none,0.003075,'no known property',0.034592,bank,'for free',0.000769,skilled,0.001537,none,yes,good
'no checking',0.004341,'critical/other existing credit',radio/tv,0.999784,<100,1<=X<4,0.000723,'female div/dep/mar',none,0.000723,car,0.020256,none,own,0.001447,skilled,0.000723,yes,yes,good
<0,0.010423,'no credits/all paid','used car',0.999931,<100,>=7,0.000651,'male single',none,0.000869,'no known property',0.005211,none,'for free',0.000434,skilled,0.000434,none,yes,bad
<0,0.012372,'critical/other existing credit',repairs,0.999739,<100,unemployed,0.001178,'male single','co applicant',0.001178,car,0.019146,none,own,0.000589,'unemp/unskilled non res',0.000295,none,yes,good
'no checking',0.004362,'critical/other existing credit','new car',0.99998,'no known savings',>=7,0.000145,'male single',none,0.000291,'no known property',0.00458,bank,'for free',0.000073,'high qualif/self emp/mgmt',0.000073,yes,yes,good
'no checking',0.002884,'critical/other existing credit','new car',0.999928,500<=X<1000,1<=X<4,0.000481,'male mar/wid',none,0.000961,car,0.011538,none,own,0.000481,skilled,0.000481,none,yes,good
<0,0.014778,'existing paid','domestic appliance',0.999137,<100,1<=X<4,0.003284,'male mar/wid',none,0.002463,'real estate',0.038586,none,own,0.000821,'unskilled resident',0.000821,yes,yes,bad
0<=X<200,0.010977,'existing paid',radio/tv,0.998919,<100,1<=X<4,0.003659,'female div/dep/mar',guarantor,0.003659,'real estate',0.044823,none,own,0.00183,skilled,0.000915,yes,yes,good
'no checking',0.011867,'critical/other existing credit','new car',0.999758,<100,1<=X<4,0.001978,'female div/dep/mar',none,0.001978,car,0.018294,none,own,0.000494,skilled,0.000494,yes,yes,good
<0,0.005642,'existing paid',radio/tv,0.999955,<100,1<=X<4,0.000627,'female div/dep/mar',none,0.000627,'real estate',0.007523,none,own,0.000313,skilled,0.000313,none,yes,bad
'no checking',0.008198,'critical/other existing credit',radio/tv,0.999645,<100,>=7,0.002186,'male single',none,0.002186,car,0.025141,none,own,0.001093,skilled,0.000547,yes,yes,good
'no checking',0.010103,'delayed previously',business,0.999775,500<=X<1000,1<=X<4,0.001684,'male single',none,0.000842,car,0.018522,none,own,0.000842,skilled,0.000842,yes,yes,good
'no checking',0.005604,'existing paid',radio/tv,0.999849,100<=X<500,4<=X<7,0.001401,'male single',none,0.000467,'no known property',0.016345,none,own,0.000467,skilled,0.000467,none,yes,good
'no checking',0.008775,'existing paid',radio/tv,0.99983,<100,<1,0.00195,'male single',none,0.000487,'real estate',0.016087,none,own,0.000487,skilled,0.000487,none,yes,good
<0,0.017088,'existing paid',radio/tv,0.998208,<100,1<=X<4,0.005696,'male mar/wid',none,0.002848,'real estate',0.056959,none,own,0.001424,'unskilled resident',0.001424,none,yes,good
<0,0.005757,'existing paid',furniture/equipment,0.99996,<100,1<=X<4,0.000959,'male single',none,0.000959,'life insurance',0.006716,none,own,0.00024,skilled,0.00024,none,yes,good
'no checking',0.006861,'existing paid',furniture/equipment,0.999861,'no known savings',4<=X<7,0.000457,'female div/dep/mar',none,0.00183,'real estate',0.015094,bank,rent,0.000457,'unskilled resident',0.000457,none,yes,good
0<=X<200,0.008317,'critical/other existing credit','new car',0.999497,>=1000,1<=X<4,0.003024,'female div/dep/mar',none,0.003024,car,0.030242,none,own,0.001512,skilled,0.000756,none,yes,good
<0,0.007406,'existing paid',furniture/equipment,0.999798,<100,1<=X<4,0.001234,'female div/dep/mar','co applicant',0.001851,'life insurance',0.018515,none,own,0.000617,skilled,0.000617,none,yes,good
'no checking',0.017222,'existing paid','new car',0.999602,<100,1<=X<4,0.001435,'male single',guarantor,0.001435,'real estate',0.022245,none,own,0.000718,skilled,0.000718,yes,yes,good
'no checking',0.004689,'delayed previously',furniture/equipment,0.999975,500<=X<1000,4<=X<7,0.00026,'female div/dep/mar',none,0.000521,car,0.00521,none,own,0.00026,skilled,0.00013,yes,yes,good
<0,0.017663,'all paid',other,0.999403,'no known savings',>=7,0.002944,'male single',none,0.002208,car,0.029438,stores,own,0.000736,'high qualif/self emp/mgmt',0.000736,yes,yes,bad
0<=X<200,0.006242,'existing paid',furniture/equipment,0.999792,<100,1<=X<4,0.002081,'male single',none,0.00104,'life insurance',0.019247,none,own,0.00052,'unskilled resident',0.00052,none,yes,bad
0<=X<200,0.013199,'existing paid',repairs,0.998712,<100,<1,0.006599,'male mar/wid',none,0.0022,'life insurance',0.048396,none,own,0.0022,'unskilled resident',0.0022,none,yes,good
>=200,0.025314,'existing paid','new car',0.998859,<100,4<=X<7,0.004219,'male single',none,0.003164,'no known property',0.040081,bank,'for free',0.001055,skilled,0.00211,none,yes,bad
<0,0.004849,'critical/other existing credit','used car',0.99998,100<=X<500,4<=X<7,0.000162,'male mar/wid',none,0.000647,car,0.003879,none,rent,0.000323,skilled,0.000162,none,yes,good
'no checking',0.005202,'existing paid',repairs,0.999943,'no known savings',>=7,0.000771,'male single',none,0.000771,'life insurance',0.009248,none,own,0.000771,skilled,0.000385,yes,yes,good
'no checking',0.00762,'existing paid',furniture/equipment,0.999462,<100,1<=X<4,0.00254,'male single',none,0.00127,'real estate',0.031749,none,own,0.000635,skilled,0.000635,none,yes,good
'no checking',0.005135,'existing paid',business,0.999901,>=1000,>=7,0.000467,'male div/sep',none,0.000934,'real estate',0.013071,none,own,0.000467,skilled,0.000467,yes,yes,good
>=200,0.005724,'critical/other existing credit',education,0.998835,<100,1<=X<4,0.001908,'female div/dep/mar',none,0.003816,'life insurance',0.0477,none,own,0.000954,'unskilled resident',0.000954,none,yes,good
'no checking',0.006387,'existing paid','new car',0.999842,<100,>=7,0.001065,'female div/dep/mar','co applicant',0.001065,'no known property',0.0165,none,'for free',0.000266,skilled,0.000266,yes,yes,good
'no checking',0.003508,'critical/other existing credit','used car',0.999971,'no known savings',1<=X<4,0.000292,'male single',none,0.000585,'life insurance',0.006723,none,own,0.000292,'high qualif/self emp/mgmt',0.000292,yes,yes,good
0<=X<200,0.006187,'existing paid',radio/tv,0.999918,<100,<1,0.000952,'female div/dep/mar',guarantor,0.001904,'life insurance',0.010946,none,own,0.000476,'unskilled resident',0.000476,none,yes,good
'no checking',0.00485,'existing paid','used car',0.999164,500<=X<1000,1<=X<4,0.001617,'male single',none,0.003234,'life insurance',0.040419,none,rent,0.000808,skilled,0.000808,none,yes,good
'no checking',0.010895,'existing paid','new car',0.999633,<100,1<=X<4,0.002724,'male mar/wid',none,0.001816,'real estate',0.024514,none,own,0.001816,skilled,0.000908,yes,yes,good
0<=X<200,0.004042,'no credits/all paid',furniture/equipment,0.999955,<100,<1,0.001347,'female div/dep/mar',none,0.00101,'life insurance',0.00842,none,rent,0.000674,skilled,0.000337,none,yes,bad
0<=X<200,0.006386,'existing paid',radio/tv,0.99996,500<=X<1000,unemployed,0.000266,'female div/dep/mar',none,0.001064,'no known property',0.00612,none,rent,0.000266,'unemp/unskilled non res',0.000266,none,yes,good
'no checking',0.004541,'existing paid','used car',0.999976,100<=X<500,>=7,0.000466,'male single',none,0.000233,car,0.00524,none,own,0.000116,'high qualif/self emp/mgmt',0.000116,yes,yes,good
<0,0.000403,'existing paid','new car',0.999989,<100,>=7,0.000067,'male single',none,0.000269,'no known property',0.004565,bank,own,0.000067,'high qualif/self emp/mgmt',0.000067,yes,yes,bad
0<=X<200,0.007657,'existing paid',radio/tv,0.999871,<100,1<=X<4,0.000638,'female div/dep/mar',none,0.000638,car,0.014038,none,own,0.000638,skilled,0.000638,yes,yes,good
0<=X<200,0.013833,'all paid',education,0.998306,>=1000,<1,0.009222,'female div/dep/mar',none,0.004611,'life insurance',0.055333,bank,rent,0.002306,skilled,0.004611,none,yes,bad
>=200,0.017847,'critical/other existing credit','new car',0.999454,'no known savings',4<=X<7,0.002975,'male single',none,0.001487,'real estate',0.027515,bank,own,0.001487,'unskilled resident',0.001487,none,yes,bad
0<=X<200,0.007587,'existing paid',business,0.999727,100<=X<500,>=7,0.001445,'male div/sep',none,0.000723,car,0.02204,bank,rent,0.000723,'unskilled resident',0.000361,none,yes,bad
0<=X<200,0.007762,'existing paid',radio/tv,0.999944,100<=X<500,<1,0.00097,'male mar/wid',none,0.000647,car,0.007115,none,rent,0.000323,skilled,0.000323,yes,yes,bad
0<=X<200,0.004819,'existing paid',furniture/equipment,0.999985,<100,<1,0.0001,'female div/dep/mar',none,0.000201,car,0.00261,none,own,0.0001,skilled,0.0001,yes,yes,bad
<0,0.005779,'critical/other existing credit',furniture/equipment,0.999976,<100,<1,0.000642,'female div/dep/mar','co applicant',0.000642,'no known property',0.003692,none,rent,0.000321,'unskilled resident',0.000161,yes,yes,bad
'no checking',0.014907,'existing paid',radio/tv,0.998748,<100,>=7,0.004969,'male single',none,0.004969,car,0.047204,none,own,0.001242,skilled,0.001242,none,yes,good
0<=X<200,0.002119,'existing paid',other,0.999994,<100,1<=X<4,0.000177,'male single','co applicant',0.000265,car,0.00256,bank,own,0.000177,'high qualif/self emp/mgmt',0.000088,yes,yes,bad
>=200,0.00857,'existing paid',radio/tv,0.999806,<100,1<=X<4,0.001904,'male single','co applicant',0.000952,'real estate',0.017616,stores,own,0.000476,skilled,0.000476,none,yes,bad
'no checking',0.007544,'existing paid',radio/tv,0.999936,<100,<1,0.001257,'female div/dep/mar',none,0.001257,'life insurance',0.008173,none,own,0.000314,skilled,0.000314,yes,yes,good
>=200,0.004534,'critical/other existing credit','new car',0.999758,100<=X<500,>=7,0.001511,'male div/sep',none,0.003023,car,0.021159,none,own,0.001511,skilled,0.001511,yes,yes,good
0<=X<200,0.001855,'existing paid',radio/tv,0.999966,'no known savings',unemployed,0.000309,'male single',none,0.000155,'no known property',0.008039,none,own,0.000155,'high qualif/self emp/mgmt',0.000155,yes,yes,bad
'no checking',0.015655,'existing paid',radio/tv,0.99973,500<=X<1000,>=7,0.001739,'male single',none,0.001739,car,0.016959,none,own,0.000435,skilled,0.000435,none,yes,good
<0,0.018668,'existing paid','new car',0.999506,'no known savings',4<=X<7,0.003111,'female div/dep/mar',none,0.003111,'no known property',0.02489,none,rent,0.000778,skilled,0.000778,none,yes,bad
<0,0.006866,'critical/other existing credit',other,0.999006,<100,>=7,0.002575,'male single',none,0.003433,'no known property',0.043771,bank,'for free',0.001717,'high qualif/self emp/mgmt',0.001717,yes,yes,good
'no checking',0.009898,'critical/other existing credit',radio/tv,0.999709,'no known savings',>=7,0.00165,'male single',none,0.00165,'life insurance',0.021858,none,own,0.000825,skilled,0.000412,none,yes,good
0<=X<200,0.007795,'critical/other existing credit',radio/tv,0.999445,<100,>=7,0.001732,'male single',none,0.003464,'real estate',0.032045,none,own,0.002598,'unskilled resident',0.000866,none,yes,good
0<=X<200,0.001387,'existing paid','used car',0.999995,<100,unemployed,0.000231,'female div/dep/mar',none,0.000308,'no known property',0.002928,none,'for free',0.000077,'high qualif/self emp/mgmt',0.000077,yes,yes,bad
<0,0.013162,'existing paid',radio/tv,0.999774,<100,unemployed,0.002194,'male single',none,0.001097,car,0.016453,stores,own,0.000548,'high qualif/self emp/mgmt',0.001097,none,yes,bad
<0,0.023405,'delayed previously',radio/tv,0.998613,<100,<1,0.003901,'male mar/wid',none,0.003901,'real estate',0.04681,stores,own,0.000975,skilled,0.000975,none,yes,bad
<0,0.006557,'existing paid',radio/tv,0.999948,<100,1<=X<4,0.000546,'female div/dep/mar',none,0.001093,car,0.00765,none,own,0.000273,skilled,0.000273,none,yes,good
0<=X<200,0.005732,'critical/other existing credit','new car',0.999969,<100,unemployed,0.000764,'male mar/wid',none,0.000382,car,0.005349,none,own,0.000382,'high qualif/self emp/mgmt',0.000191,none,yes,bad
'no checking',0.004197,'existing paid','new car',0.999901,'no known savings',unemployed,0.001399,'male single',none,0.001399,'no known property',0.01329,none,own,0.00035,'high qualif/self emp/mgmt',0.00035,yes,yes,good
'no checking',0.007658,'all paid','new car',0.999412,'no known savings',1<=X<4,0.001276,'male single',guarantor,0.002553,'real estate',0.033186,stores,own,0.001276,'unskilled resident',0.002553,none,yes,good
0<=X<200,0.006188,'critical/other existing credit','new car',0.999935,100<=X<500,<1,0.001031,'male div/sep',none,0.000516,car,0.00954,none,own,0.000258,skilled,0.000258,yes,yes,good
>=200,0.004611,'critical/other existing credit','new car',0.998366,<100,1<=X<4,0.000769,'male single',none,0.000769,'real estate',0.056874,none,own,0.002306,'unemp/unskilled non res',0.001537,none,no,good
<0,0.006989,'existing paid','new car',0.999912,<100,1<=X<4,0.000749,'male single',none,0.000499,car,0.011232,none,own,0.00025,'unskilled resident',0.00025,none,yes,bad
0<=X<200,0.00575,'critical/other existing credit',business,0.999955,<100,4<=X<7,0.000548,'male single',none,0.000821,'life insurance',0.007393,none,own,0.000548,skilled,0.000274,none,yes,good
'no checking',0.017543,'critical/other existing credit','new car',0.99703,100<=X<500,4<=X<7,0.005848,'female div/dep/mar',none,0.004386,car,0.074558,none,own,0.002924,skilled,0.001462,yes,yes,good
0<=X<200,0.008287,'existing paid',radio/tv,0.999915,100<=X<500,<1,0.000691,'male single',none,0.000345,car,0.010013,none,own,0.000345,skilled,0.000345,none,yes,good
0<=X<200,0.005548,'no credits/all paid',furniture/equipment,0.999932,<100,1<=X<4,0.000308,'female div/dep/mar',none,0.001233,car,0.010172,bank,own,0.000616,skilled,0.000308,yes,yes,good
'no checking',0.017141,'existing paid','new car',0.999653,'no known savings',4<=X<7,0.003117,'female div/dep/mar',none,0.003117,'life insurance',0.019479,none,rent,0.000779,skilled,0.000779,none,yes,good
0<=X<200,0.011864,'all paid','new car',0.999731,100<=X<500,1<=X<4,0.001582,'male mar/wid',none,0.001582,'life insurance',0.019773,none,rent,0.000791,skilled,0.000791,none,yes,bad
